Antenna 1 Greece : ANT1 : September 13, 2001 9:00pm-9:30pm EDT;db352d019f11f3c7908d9147f19efdee;https://ia800500.us.archive.org/30/items/ANT1_20010914_010000_Antenna_1_Greece/ANT1_20010914_010000_Antenna_1_Greece.mp4;h.264;9:00pm-9:30pm EDT;
Antenna 1 Greece : ANT1 : September 13, 2001 9:30pm-10:00pm EDT;7324521caf66b8d37759288e7b6476dc;https://ia800303.us.archive.org/32/items/ANT1_20010914_013000_Antenna_1_Greece/ANT1_20010914_013000_Antenna_1_Greece.mp4;h.264;9:30pm-10:00pm EDT;
Antenna 1 Greece : ANT1 : September 13, 2001 10:00pm-10:30pm EDT;3330762cf143f0d4b010bb647444f45d;https://ia800501.us.archive.org/34/items/ANT1_20010914_020000_Antenna_1_Greece/ANT1_20010914_020000_Antenna_1_Greece.mp4;h.264;10:00pm-10:30pm EDT;
Antenna 1 Greece : ANT1 : September 13, 2001 10:30pm-11:00pm EDT;9740e2a1f7c2a233f4cd8c217a27fecd;https://ia800302.us.archive.org/17/items/ANT1_20010914_023000_Antenna_1_Greece/ANT1_20010914_023000_Antenna_1_Greece.mp4;h.264;10:30pm-11:00pm EDT;
Antenna 1 Greece : ANT1 : September 13, 2001 11:00pm-11:30pm EDT;f01a1da85106e77c62d3fd29b4d9bbc4;https://ia800501.us.archive.org/18/items/ANT1_20010914_030000_Antenna_1_Greece/ANT1_20010914_030000_Antenna_1_Greece.mp4;h.264;11:00pm-11:30pm EDT;
Antenna 1 Greece : ANT1 : September 13, 2001 11:30pm-12:00am EDT;a0992b5ab1e33234b7d9831b415bdec6;https://ia800502.us.archive.org/31/items/ANT1_20010914_033000_Antenna_1_Greece/ANT1_20010914_033000_Antenna_1_Greece.mp4;h.264;11:30pm-12:00am EDT;
Antenna 1 Greece : ANT1 : September 14, 2001 12:00am-12:30am EDT;de3688f576f9649cedae4f849c3e6523;https://ia800503.us.archive.org/11/items/ANT1_20010914_040000_Antenna_1_Greece/ANT1_20010914_040000_Antenna_1_Greece.mp4;h.264;12:00am-12:30am EDT;
Antenna 1 Greece : ANT1 : September 14, 2001 12:30am-1:00am EDT;28e0b584b6b3390bd6c4a5037d4206ee;https://ia800504.us.archive.org/12/items/ANT1_20010914_043000_Antenna_1_Greece/ANT1_20010914_043000_Antenna_1_Greece.mp4;h.264;12:30am-1:00am EDT;
Antenna 1 Greece : ANT1 : September 14, 2001 1:00am-1:30am EDT;536206fcf7ff9001ee710859cd7bdd37;https://ia800300.us.archive.org/18/items/ANT1_20010914_050000_Antenna_1_Greece/ANT1_20010914_050000_Antenna_1_Greece.mp4;h.264;1:00am-1:30am EDT;
Antenna 1 Greece : ANT1 : September 14, 2001 1:30am-2:00am EDT;96d90e3f4262e71101f5018224209dc5;https://ia800500.us.archive.org/34/items/ANT1_20010914_053000_Antenna_1_Greece/ANT1_20010914_053000_Antenna_1_Greece.mp4;h.264;1:30am-2:00am EDT;
Antenna 1 Greece : ANT1 : September 14, 2001 2:00am-2:30am EDT;baf72569bad1e74b8ad09d56b7463a11;https://ia800304.us.archive.org/12/items/ANT1_20010914_060000_Antenna_1_Greece/ANT1_20010914_060000_Antenna_1_Greece.mp4;h.264;2:00am-2:30am EDT;
Antenna 1 Greece : ANT1 : September 14, 2001 2:30am-3:00am EDT;17466b4d35cf9ba19b2aa628793c3fee;https://ia800503.us.archive.org/34/items/ANT1_20010914_063000_Antenna_1_Greece/ANT1_20010914_063000_Antenna_1_Greece.mp4;h.264;2:30am-3:00am EDT;
Antenna 1 Greece : ANT1 : September 14, 2001 3:00am-3:30am EDT;93b02a74665c52670a9079c9a145c18d;https://ia800501.us.archive.org/12/items/ANT1_20010914_070000_Antenna_1_Greece/ANT1_20010914_070000_Antenna_1_Greece.mp4;h.264;3:00am-3:30am EDT;
Antenna 1 Greece : ANT1 : September 14, 2001 3:30am-4:00am EDT;b19da2b441c6cd462b5626dd517bc5b0;https://ia800503.us.archive.org/28/items/ANT1_20010914_073000_Antenna_1_Greece/ANT1_20010914_073000_Antenna_1_Greece.mp4;h.264;3:30am-4:00am EDT;
Antenna 1 Greece : ANT1 : September 14, 2001 4:00am-4:30am EDT;ad0b0ee633437da8157d3114466cf8df;https://ia800309.us.archive.org/34/items/ANT1_20010914_080000_Antenna_1_Greece/ANT1_20010914_080000_Antenna_1_Greece.mp4;h.264;4:00am-4:30am EDT;
Antenna 1 Greece : ANT1 : September 14, 2001 4:30am-5:00am EDT;4e355f2ed1ebc17b92b250264deee4e7;https://ia800500.us.archive.org/25/items/ANT1_20010914_083000_Antenna_1_Greece/ANT1_20010914_083000_Antenna_1_Greece.mp4;h.264;4:30am-5:00am EDT;
Antenna 1 Greece : ANT1 : September 14, 2001 5:00am-5:30am EDT;f3a71954c26ab126b559b175dd71db15;https://ia600504.us.archive.org/24/items/ANT1_20010914_090000_Antenna_1_Greece/ANT1_20010914_090000_Antenna_1_Greece.mp4;h.264;5:00am-5:30am EDT;
